SDSS_name,objID,NL_pred,env_label
SDSS J124515.48-012248.6,1237671266032943308,0.98,
SDSS J150654.66+563032.4,1237671767461331011,0.9,F
SDSS J162755.85+374926.9,1237659324419276862,0.98,
SDSS J130713.57+580806.0,1237661388674170919,0.96,F
SDSS J151828.26+073931.6,1237662264323145954,0.94,F
SDSS J160113.30+242853.9,1237662661606834483,0.91,
SDSS J021338.35-004302.2,1237663783138295829,1.0,
SDSS J104029.06+285310.0,1237667255616995421,0.87,Sh
SDSS J114501.35+304913.0,1237667255623155772,0.97,C
SDSS J133238.85+005213.7,1237648705659470004,0.96,Sh
SDSS J170343.81+354518.3,1237655503497592907,0.96,
SDSS J112531.95+592616.4,1237655108374954116,0.85,F
SDSS J112311.62+130703.7,1237661813879406660,0.91,Sh
SDSS J132937.86+375216.9,1237662224073490540,0.98,Sh
SDSS J093511.18+182715.4,1237667540677165139,0.96,F
SDSS J125905.29+273839.8,1237667323797635307,0.98,F
SDSS J113428.48+462138.0,1237660634927005771,0.99,F
SDSS J162332.74+390715.9,1237661388690161706,0.97,
SDSS J162154.64+253731.9,1237662640659694090,0.97,
SDSS J104615.87+510442.6,1237657630596595791,0.97,F
SDSS J085111.45+045250.1,1237658424078827751,0.97,F
SDSS J085110.50+275104.3,1237664093974364374,0.98,C
SDSS J145316.98+520239.2,1237661418752245956,0.89,F
SDSS J123543.75+431719.9,1237661968505110652,0.85,F
SDSS J021112.46-004933.3,1237663783138033789,0.93,
SDSS J083446.46+411247.7,1237657608037073078,0.94,C
SDSS J111518.18+272404.9,1237667431179223062,0.94,F
SDSS J103957.93+240528.4,1237667551953879057,0.94,F
SDSS J131347.66-000244.0,1237651203694526509,0.99,
SDSS J074729.34+311253.6,1237657608567914602,0.95,
SDSS J141254.21+250712.3,1237665549962641643,0.99,Sh
SDSS J110709.97+282532.2,1237667211059331146,0.98,F
SDSS J135316.70+211609.0,1237667783381090467,0.98,F
SDSS J115916.53+061118.4,1237671128591958155,0.95,F
SDSS J123936.99+004506.4,1237648722308825215,0.88,V
SDSS J102911.52+390653.5,1237661383313653909,0.91,Sh
SDSS J112904.41+265246.1,1237667430106791968,0.97,F
SDSS J125419.57+185630.5,1237668270821081256,0.97,Sh
SDSS J141544.13+141928.3,1237668348135604519,0.97,F
SDSS J150149.41+622906.4,1237651539793674325,0.87,
SDSS J102927.49+220028.5,1237667549805150416,0.97,F
SDSS J115219.92+210608.2,1237667917028130864,0.98,C
SDSS J004837.58+011451.5,1237678617423183997,0.98,
SDSS J102542.13+004546.8,1237648722294145119,0.95,C
SDSS J145123.70+093532.7,1237662198818341151,0.95,F
SDSS J143504.24+160653.1,1237668297144467652,0.98,F
SDSS J115124.84+083225.1,1237658425172230233,0.95,C
SDSS J120822.06+591851.3,1237655107303571478,0.96,F
SDSS J120818.94+553833.6,1237657591396433980,0.97,F
SDSS J085246.95+425005.6,1237657769629712422,0.99,Sh
SDSS J120514.72+381408.1,1237664819823771695,0.93,F
SDSS J075747.51+160148.8,1237665097916088415,0.95,
SDSS J125117.92+270622.1,1237667442974130339,0.97,F
SDSS J133724.84+272509.1,1237667444589199397,0.94,C
SDSS J132045.57+151532.7,1237664291545481377,0.97,F
SDSS J105907.06+100045.0,1237658493346513074,0.9,Sh
SDSS J105145.16+174523.6,1237668288013140062,0.95,F
SDSS J153512.47+050346.8,1237655744022708328,0.96,F
SDSS J122107.97+515347.0,1237657856074448933,0.96,F
SDSS J142439.57+210436.5,1237667910605865181,0.85,Sh
SDSS J111740.29+654459.8,1237651537635770479,0.97,
SDSS J151102.70+520300.0,1237659149923975236,0.98,F
SDSS J122043.33+505127.1,1237658614133030994,0.94,Sh
SDSS J153642.16+433221.5,1237659132751577262,0.89,C
SDSS J100131.31+120700.9,1237661069248430261,0.97,F
SDSS J095955.84+130237.7,1237664106852450313,0.95,F
SDSS J145012.36+302015.4,1237664852036485385,0.96,F
SDSS J092507.17+150109.4,1237668289614577691,0.98,Sh
SDSS J162328.05+391129.0,1237659324955426909,0.9,
SDSS J102310.80+182114.0,1237668290157674682,0.98,F
SDSS J132405.11+581711.6,1237655107307896950,0.99,Sh
SDSS J103439.86+545013.5,1237657612334661765,0.95,F
SDSS J085314.80+391022.3,1237657629512827188,0.93,F
SDSS J113543.71+490959.8,1237658612519206931,0.99,F
SDSS J130604.44+553921.7,1237658919069614163,0.99,F
SDSS J161152.05+434327.1,1237659326563942589,0.97,
SDSS J160943.06+302709.5,1237662336793182240,1.0,
SDSS J120617.36+324351.5,1237665227304206520,0.99,C
SDSS J161403.28+141655.6,1237665530651082852,0.91,
SDSS J104835.62+221459.1,1237667549270245447,0.92,F
SDSS J161525.19+260637.2,1237662640122232880,0.96,
SDSS J081735.00+205411.0,1237664091822489611,0.98,
SDSS J094155.86+541704.4,1237655109442142352,0.99,C
SDSS J142446.63+260822.7,1237665428634992797,0.97,C
SDSS J112609.44+032953.3,1237654031402336445,0.99,F
SDSS J132649.98+580635.2,1237655107308028010,0.92,C
SDSS J110628.17+541618.5,1237657591392501770,0.92,F
SDSS J102031.73+430117.7,1237661356998197278,0.94,F
SDSS J110624.18+350953.2,1237664817671045137,0.96,C
SDSS J154617.40+222216.9,1237665101146751043,0.97,
SDSS J144809.01+182808.0,1237667782849986787,0.88,C
SDSS J085647.70+392255.9,1237657775005630567,0.97,F
SDSS J081625.36+255928.8,1237660764834889937,0.93,
SDSS J101446.53+123547.2,1237661069249871911,0.96,Sh
SDSS J085647.65+295506.9,1237661125079007448,0.98,V
SDSS J115742.59+420457.0,1237661966891417742,0.92,F
SDSS J150430.52+430409.9,1237662498390343790,0.98,F
SDSS J112637.95+352523.3,1237665026510946431,0.96,C
SDSS J112633.29+302545.1,1237667255621386374,0.92,F
SDSS J161154.01+301958.0,1237661464915935426,0.97,
SDSS J095650.59+472520.7,1237657857674772569,0.98,F
SDSS J083809.62+194332.3,1237667142325501982,0.99,Sh
SDSS J084315.55+034126.5,1237658298448150783,0.94,F
SDSS J132831.91+122637.6,1237661817638092952,0.98,C
SDSS J091028.47+032221.2,1237654605315899532,0.87,Sh
SDSS J104357.17+233352.7,1237667538548818098,0.99,C
SDSS J154109.86-014222.2,1237655498678272125,0.88,
SDSS J153924.14+480837.3,1237659325487055136,0.93,Sh
SDSS J131321.45+512739.2,1237661958293815403,0.94,F
SDSS J093258.69+273000.2,1237665097926967307,0.95,F
SDSS J160614.83+181058.3,1237665534931894451,0.99,
SDSS J150350.92+220049.9,1237665549967949965,0.99,F
SDSS J085033.77+191441.6,1237667253994651711,0.95,V
SDSS J130126.12+275309.5,1237667444048855053,0.98,F
SDSS J120759.53+253305.6,1237667912202649785,0.99,Sh
SDSS J145134.31+104405.0,1237661950807703746,0.85,C
SDSS J095533.61+162558.2,1237670965389361250,0.93,Sh
SDSS J125549.00+275421.1,1237667444048265289,0.99,C
SDSS J100009.99+185851.1,1237667735568253046,0.93,F
SDSS J134902.15+254919.0,1237665549423411374,0.98,F
SDSS J110121.20+030225.8,1237654030862712983,0.9,C
SDSS J102039.41+000008.2,1237654670274724002,0.99,F
SDSS J151514.23+051123.4,1237655743483674752,0.95,F
SDSS J100447.55+065811.3,1237658424623759387,0.94,F
SDSS J105933.20+074103.6,1237658424629723303,0.97,C
SDSS J145046.51+542440.3,1237659150459142239,0.97,F
SDSS J151512.97+074648.0,1237662264322818263,0.96,C
SDSS J114444.89+331915.4,1237665370120847399,0.93,C
SDSS J102335.39+201705.6,1237667735570743329,0.95,F
SDSS J114448.40+235620.4,1237667910589743192,0.99,F
SDSS J143213.58+170145.4,1237668298217881725,0.98,F
SDSS J162700.28+090303.5,1237668310021964289,0.99,
SDSS J211936.44+004215.2,1237678617400246616,0.98,
SDSS J074916.29+293953.2,1237657606956843193,0.98,
SDSS J125707.95+093135.1,1237658492285485238,0.98,F
SDSS J105021.59+412750.5,1237661871322562700,0.97,F
SDSS J111428.39+413327.5,1237662195058081961,0.98,F
SDSS J151032.23+082744.7,1237662198283632802,0.98,C
SDSS J105024.16+381520.5,1237662225670471810,0.94,F
SDSS J125704.50+103714.5,1237662238544167092,0.99,F
SDSS J213741.44+005316.9,1237663458853388713,0.95,
SDSS J081324.01+542236.7,1237663915730337918,0.94,
SDSS J135404.64+133537.9,1237664290475278450,0.91,F
SDSS J131002.75+300236.1,1237665429701328999,0.98,F
SDSS J111429.14+283727.7,1237667211060051979,0.98,C
SDSS J135408.77+092445.8,1237662238013456626,0.91,F
SDSS J120431.51+280905.6,1237667444043350026,0.99,F
SDSS J113315.78+242648.8,1237667550348509249,0.97,F
SDSS J102431.05+185342.8,1237667733960065135,0.98,Sh
SDSS J110851.88+231746.8,1237667910586138629,0.92,Sh
SDSS J121600.04+124114.2,1237661812811300998,0.92,C
SDSS J153714.74+015413.7,1237651736854462530,0.87,F
SDSS J122004.82+074855.2,1237661976010358791,0.87,F
SDSS J130822.34+091854.4,1237662236934799454,0.92,F
SDSS J122558.55+042826.3,1237654879650840635,0.99,Sh
SDSS J163137.91+412937.0,1237655473430855875,0.96,
SDSS J084355.03+312749.8,1237660765912170690,0.94,C
SDSS J141153.81-000203.0,1237648721245175992,0.9,
SDSS J151309.60+075153.1,1237662264322555970,0.97,C
SDSS J132716.84+320150.5,1237665227848548397,0.94,F
SDSS J114741.75+304513.6,1237667212673876102,0.97,V
SDSS J103908.55+254707.0,1237667323784003613,0.97,F
SDSS J100734.13+001638.1,1237648721755308108,0.98,F
SDSS J125525.94+021352.4,1237651753479504017,0.93,F
SDSS J101439.55-004951.2,1237654669200326683,0.97,
SDSS J125530.57+551238.4,1237658802577080463,0.98,F
SDSS J161156.60+292716.3,1237661463842455568,0.89,
SDSS J130923.18+513040.6,1237661958293553231,0.96,C
SDSS J160709.30+303105.4,1237662336256049304,1.0,
SDSS J145413.84+123007.3,1237662637978812566,0.99,C
SDSS J133736.69+355857.8,1237664673255981177,0.98,F
SDSS J144330.80+111209.6,1237662635830280225,0.99,F
SDSS J115028.15+044141.8,1237671142556827804,0.99,C
SDSS J090215.35+462505.6,1237657771778768956,0.99,F
SDSS J103508.60+450504.7,1237660636533030975,0.89,F
SDSS J090218.85+634819.7,1237663916808995029,0.99,
SDSS J101633.27+220527.9,1237667550877646888,0.99,F
SDSS J122146.71+161953.0,1237668588649512993,0.93,Sh
SDSS J140204.79-012128.4,1237655495982645476,0.97,
SDSS J112240.54+120132.0,1237661949711548493,0.98,Sh
SDSS J082512.06+202005.0,1237664834851897471,0.9,F
SDSS J091131.92+230243.5,1237667112257847394,0.93,C
SDSS J102236.89+223543.1,1237667538546655240,0.87,F
SDSS J113420.05+024625.5,1237654030329446620,0.95,F
SDSS J075102.94+320448.8,1237657608568373664,0.91,
SDSS J125253.59+095921.2,1237658492821897264,0.96,Sh
SDSS J004215.87+005043.7,1237663716555817100,0.99,
SDSS J094718.43+120930.4,1237664106314137731,0.98,F
SDSS J143702.76+284626.5,1237665126946308187,0.97,F
SDSS J132259.87+270659.1,1237667323799994428,0.96,F
SDSS J134447.44+205846.5,1237667735054385172,0.98,F
SDSS J143605.46+190936.9,1237667782848741491,0.99,F
SDSS J023331.56+010823.6,1237678437015814160,0.98,
SDSS J084903.64+534457.6,1237651192432492745,0.92,F
SDSS J155306.11+524542.7,1237655130371326156,0.99,
SDSS J142125.11+351614.2,1237662662133153854,0.96,V
SDSS J112140.02+025750.3,1237651754543022283,0.94,Sh
SDSS J095926.18-001514.2,1237651800697143553,0.96,
SDSS J160216.63+425500.9,1237659324416196732,0.99,
SDSS J162722.10+390634.7,1237659325492559961,0.95,
SDSS J133003.89+121030.6,1237661950262050854,0.98,F
SDSS J162726.95+294717.7,1237662504297365761,0.96,
SDSS J103635.31+031425.1,1237651755074977883,0.95,Sh
SDSS J143654.60+464806.4,1237661958300106781,0.92,C
SDSS J143311.60+091232.0,1237662238554521875,0.96,C
SDSS J143653.66+182214.2,1237667734522954003,0.99,C
SDSS J135551.83+184603.3,1237668272438050880,0.86,F
SDSS J110345.92+184516.1,1237668293371625617,0.96,F
SDSS J075505.85+324343.1,1237657595147321484,0.98,
SDSS J083717.48+345224.0,1237658205566599328,0.9,F
SDSS J133504.33+535224.1,1237658917997838485,0.99,F
SDSS J130619.84+455224.1,1237661433238126635,0.95,F
SDSS J003935.79-091140.3,1237652948529905706,0.91,
SDSS J134036.25+301904.9,1237665226239311962,0.97,F
SDSS J141041.34+133328.7,1237662530065465417,0.98,Sh
SDSS J094607.16+325045.0,1237664870825394247,0.91,F
SDSS J160213.25+155615.0,1237665567691833440,0.97,
SDSS J090323.31+133038.3,1237670965383659650,0.85,F
SDSS J103351.36-003340.8,1237648720684449913,0.94,
SDSS J120453.28+015632.2,1237651735757520993,0.98,F
SDSS J075738.45+300635.1,1237657776609624353,0.94,
SDSS J142308.04+501316.9,1237659131671609411,0.99,Sh
SDSS J100213.50+111911.0,1237661068174753806,0.94,F
SDSS J141744.09+104354.4,1237661949730357364,0.92,F
SDSS J134624.37+294625.9,1237665225703030791,0.98,F
SDSS J142259.10+234739.6,1237665548890013911,0.99,C
SDSS J131000.30+194306.0,1237668298209230892,0.99,V
SDSS J015247.24+010619.9,1237678617430196381,0.98,
SDSS J152359.42+285431.7,1237664854187180375,0.99,C
SDSS J140524.03+235509.0,1237665567679381559,0.94,C
SDSS J122054.61+615934.4,1237658608220307501,0.99,
SDSS J162217.80+502219.1,1237668611734700037,0.99,
SDSS J143335.98+583229.1,1237655465386639542,0.96,F
SDSS J152153.11+483739.9,1237661388146868516,0.96,Sh
SDSS J110956.80+132728.8,1237664130483945605,0.95,Sh
SDSS J125724.11+401723.4,1237664295830356197,0.97,F
SDSS J133519.24+262529.1,1237667323264368802,0.96,F
SDSS J151553.85+030301.1,1237654879669452830,0.97,C
SDSS J170732.77+362703.7,1237654953208512897,0.96,
SDSS J162012.75+400906.1,1237659324954968074,0.99,
SDSS J110511.27+414429.1,1237662195594231813,0.97,F
SDSS J140201.05+054437.1,1237662244985634986,0.95,C
SDSS J221455.60+001629.5,1237663543684497647,0.93,
SDSS J114214.61+200552.1,1237667915953340565,0.98,F
SDSS J162021.51+495636.5,1237668611197894660,1.0,
SDSS J075640.36+445211.3,1237651272956641563,0.89,
SDSS J140919.79+551656.4,1237661418749034578,0.97,C
SDSS J131038.56+611623.7,1237655463771373725,0.98,
SDSS J103837.86+111303.3,1237661949706829856,0.89,C
SDSS J073107.09+412540.0,1237663915723915658,0.87,
SDSS J134814.78+244639.8,1237665530635419683,0.93,C
SDSS J153854.47+464019.4,1237659163882160241,0.99,F
SDSS J145211.03-001521.9,1237648704057573661,0.96,
SDSS J130933.13+014023.0,1237651752944205838,0.88,F
SDSS J111448.53+563441.1,1237657221488050331,0.89,Sh
SDSS J121708.03+515955.5,1237657856074186887,0.92,F
SDSS J135911.03+340419.2,1237662683606679683,0.98,F
SDSS J095042.50+302934.2,1237664835398271131,0.96,Sh
SDSS J124939.99+341518.3,1237665024370868310,0.88,F
SDSS J232944.33+001726.2,1237666408439087301,0.97,
SDSS J152637.12+591356.8,1237671768536711383,0.91,F
SDSS J083944.54+051339.5,1237658300595372377,0.96,F
SDSS J161711.62+495751.8,1237668610660827398,0.99,
SDSS J080239.02+344635.2,1237657595148435694,0.99,
SDSS J130240.42+514644.1,1237661958293028932,0.88,F
SDSS J023107.02-010618.6,1237663782603325569,0.95,
SDSS J012649.70-005830.9,1237657069546045446,0.85,
SDSS J122529.24+471623.5,1237661357007962116,0.96,F
SDSS J122940.89+312638.5,1237665225695756399,0.97,C
SDSS J150828.33+611901.8,1237651539257327759,0.98,
SDSS J095637.37+271539.0,1237665368499748992,0.98,F
SDSS J114331.21+193740.0,1237667915416600783,0.87,V
SDSS J150828.32+184325.0,1237667966959354006,0.94,F
SDSS J134212.21+562909.9,1237661388139462797,0.95,F
SDSS J115237.26+402254.1,1237662225675845871,0.92,Sh
SDSS J023025.35-002151.8,1237663783677001924,0.88,
SDSS J081601.96+575734.0,1237663917879263441,0.99,
SDSS J103608.42+345432.4,1237664879419719963,0.93,F
SDSS J124313.90+310505.8,1237667255628595325,0.88,F
SDSS J100355.24+544254.9,1237655107832840325,0.99,C
SDSS J123234.57+492312.2,1237658203975516423,0.98,C
SDSS J104414.07+105237.5,1237661949170548850,0.9,F
SDSS J132152.66+084031.6,1237662236399370466,0.98,F
SDSS J154053.39+094459.7,1237662534359253145,0.99,
SDSS J130754.81+340513.5,1237665128011399223,0.98,F
SDSS J135428.54+305445.3,1237665330934907045,0.97,C
SDSS J135428.95+234524.1,1237667912213266583,0.93,C
SDSS J102516.72+520314.4,1237658802567381006,0.87,F
SDSS J112139.10+601726.1,1237658304892108847,0.98,
SDSS J125941.30+283025.9,1237665440442089601,0.97,F
SDSS J125941.31+273935.3,1237667323797700828,0.91,C
SDSS J104512.79+201103.4,1237667734499164240,0.97,C
SDSS J105613.86+373622.5,1237664667901493436,0.91,F
SDSS J094650.17+432525.8,1237658205036675212,0.99,C
SDSS J145653.06+091617.8,1237661949197746205,0.95,C
SDSS J125119.92+310334.6,1237665328781525034,0.98,F
SDSS J100441.52+102411.3,1237661064953856171,0.97,F
SDSS J154120.00+445233.4,1237661387075289339,0.94,
SDSS J100234.34+345609.0,1237662225129209961,0.96,F
SDSS J163059.72+243708.0,1237662667499896973,0.89,
SDSS J144025.62+145639.9,1237668350285578310,0.94,F
SDSS J111149.05+654856.0,1237651271897514134,0.91,
SDSS J161354.89+145536.1,1237665567693144398,0.97,
SDSS J090131.20+491931.4,1237654653642145899,0.98,Sh
SDSS J090132.73+293233.6,1237664094512480514,0.99,F
SDSS J135556.26+210733.4,1237667735592370296,0.91,C
SDSS J110047.95+104341.4,1237661948635447420,0.9,C
SDSS J104546.93+371240.7,1237662224596271124,0.99,F
SDSS J164318.56+263520.1,1237662300839805274,0.98,
SDSS J132031.85+331729.6,1237665127475708006,0.99,C
SDSS J092402.44+230431.6,1237667212122652702,0.99,F
SDSS J100619.17+140506.2,1237671123230916793,0.99,F
SDSS J074209.26+402206.5,1237673308818374751,0.92,
SDSS J150027.59+062717.0,1237662268609724557,0.86,F
SDSS J093937.98+594728.5,1237651192436555907,0.97,F
SDSS J093922.39+363428.5,1237660763770126383,0.97,Sh
SDSS J124136.26+232530.5,1237667783910686726,0.96,Sh
SDSS J105844.91+593038.5,1237658304890798174,0.99,Sh
SDSS J162248.00+380203.4,1237661387616682319,0.92,
SDSS J121655.86+440632.9,1237661849858539565,0.99,F
SDSS J023454.86-004745.5,1237663783140589684,0.99,
SDSS J123225.69+361741.6,1237664671639601205,0.99,F
SDSS J090559.44+352238.5,1237664871895335010,0.91,C
SDSS J144031.45+284007.8,1237665126946635882,0.96,F
SDSS J141432.06+031124.8,1237651821097779258,0.99,F
SDSS J091315.72+015202.0,1237674460951347308,0.99,C
SDSS J114555.57+210131.8,1237667917027475563,0.96,C
SDSS J095938.86+382228.8,1237660763772026968,0.9,F
SDSS J115844.63+281722.4,1237667324328673395,0.9,F
SDSS J141608.83+412858.0,1237661851478786095,0.96,F
SDSS J132904.44+111358.3,1237671992947638437,0.98,F
SDSS J102621.73+395712.9,1237661384387264753,0.93,F
SDSS J141507.74+544805.5,1237661388141625430,0.98,Sh
SDSS J102446.49+343856.2,1237664879955542152,0.98,F
SDSS J131634.98+663250.5,1237651272439890001,0.87,
SDSS J092710.18+213538.0,1237667209975234630,0.96,Sh
SDSS J125457.76+281830.3,1237667444585070698,0.97,C
SDSS J125457.73+194052.5,1237668271894888663,0.87,F
SDSS J134339.30+193402.6,1237668272973611158,0.97,Sh
SDSS J204719.06+001914.9,1237656895066931656,0.97,
SDSS J113841.16+354631.4,1237665026512060419,0.97,Sh
SDSS J124348.29+334659.7,1237665126935494678,0.98,Sh
SDSS J142039.40+265147.9,1237665429171404896,0.97,C
SDSS J134231.86+262914.0,1237665549959626787,0.92,F
SDSS J124338.67+003249.6,1237671764786806909,0.88,Sh
SDSS J080435.45+553235.7,1237663917877952832,0.95,
SDSS J111636.13+111202.3,1237661811731202133,0.99,F
SDSS J120421.51+422818.5,1237661967428878446,0.94,F
SDSS J143722.14+363404.2,1237662194001444905,0.98,Sh
SDSS J155731.79+532507.0,1237654948377067627,0.98,
SDSS J102707.31+184137.2,1237670966466510859,0.99,F
SDSS J164939.59+394558.2,1237655129841598742,0.95,
SDSS J143044.42+551338.5,1237659149384155280,0.99,F
SDSS J111325.05+185356.4,1237668293372674063,0.99,F
SDSS J104733.80+453404.6,1237661358074298455,0.99,C
SDSS J131635.50-020528.8,1237655499199348807,0.98,
SDSS J113946.86+522601.8,1237657857145438331,0.99,F
SDSS J080318.20+314634.9,1237657401337315651,0.98,
SDSS J112424.63+511405.7,1237657856070582347,0.87,C
SDSS J082822.13+302635.5,1237660635983577479,0.91,F
SDSS J002515.13-010642.3,1237663782589562890,0.98,
SDSS J143255.72+241659.2,1237665532787294270,0.96,F
SDSS J135534.39+250259.2,1237665548887261258,0.98,C
SDSS J134314.85+230218.5,1237665565529735284,0.97,Sh
SDSS J075612.14+114418.0,1237667292643393720,0.88,
SDSS J134051.15+242823.8,1237667448348475437,0.99,F
SDSS J112827.03+225221.0,1237667783903281233,0.96,C
SDSS J140755.36+295221.9,1237665180057010279,0.9,Sh
SDSS J122311.63+060419.6,1237654881798062100,0.97,F
SDSS J174225.80+554826.7,1237655746706473236,0.96,
SDSS J080158.49+150331.5,1237667107960717451,0.93,
SDSS J130845.11+040939.7,1237655124477935785,0.99,V
SDSS J112203.93+504854.5,1237657628451471524,0.98,F
SDSS J090440.20+172512.7,1237667486455234798,0.99,F
SDSS J121853.54+025932.2,1237651754549248041,0.99,Sh
SDSS J154150.85+310037.3,1237662618649362435,0.92,
SDSS J074812.65+474704.6,1237663786879615016,0.97,
SDSS J133953.65+360625.2,1237664853640216647,0.99,F
SDSS J083421.02+182913.2,1237667107427516711,0.97,F
SDSS J130039.38+214130.1,1237667734512992343,0.97,F
SDSS J090711.08+504245.8,1237654654179737747,0.98,F
SDSS J111313.28+553320.8,1237657220414111770,0.99,F
SDSS J103122.66+194517.9,1237667734497722543,0.99,F
SDSS J112924.34+522857.5,1237657857681653818,0.96,F
SDSS J230512.55+005003.8,1237663462605324350,0.94,
SDSS J092800.63+014017.3,1237653664718455039,0.99,F
SDSS J112344.57+030018.7,1237651754543218726,0.97,F
SDSS J090805.79+495439.0,1237655108902322336,0.99,Sh
SDSS J121406.52+144332.9,1237661069262585891,0.95,F
SDSS J105422.00+062516.5,1237658423018520684,0.95,Sh
SDSS J091220.11+341536.2,1237664870822248650,0.86,Sh
SDSS J151335.13+211505.2,1237665549968998470,0.94,Sh
SDSS J105429.47+210949.1,1237667782826065948,1.0,F
SDSS J111926.22+031205.8,1237654030864678961,0.93,F
SDSS J084802.73+041606.7,1237658298985611515,0.9,F
SDSS J163339.97+204252.3,1237662225166106991,0.97,
SDSS J101347.88+384031.8,1237661139033718922,0.87,Sh
SDSS J131432.45+304220.8,1237665225699950667,0.89,F
SDSS J151525.44+044052.9,1237655742946804140,0.95,C
SDSS J160833.83+210452.3,1237665102759657482,0.85,
SDSS J151523.12+255518.2,1237665127487111315,0.98,F
SDSS J130944.67+425907.0,1237662196141129794,0.97,F
SDSS J155916.09+354331.1,1237662300834103433,0.89,
SDSS J011935.11+002801.6,1237663784742945052,0.98,
SDSS J124252.92+344236.1,1237665024907149439,0.97,Sh
SDSS J160546.71+000800.6,1237648704602505288,0.91,
SDSS J095659.04+034847.0,1237654601026175068,0.94,F
SDSS J151131.92+051220.6,1237655743483281580,0.93,F
SDSS J173045.39+565800.2,1237656529457053990,0.96,
SDSS J173752.68+540339.4,1237659896712200482,0.99,
SDSS J114144.26+094131.4,1237660613976064120,0.94,F
SDSS J031818.00+414031.1,1237661059574202928,0.99,
SDSS J102101.73+135956.0,1237661070861205700,0.96,Sh
SDSS J100705.08+350623.9,1237662225129603203,0.99,F
SDSS J082617.42+541216.5,1237663546903036165,0.98,F
SDSS J123653.71+591409.2,1237655107305144478,0.99,C
SDSS J085807.83+591222.1,1237663529726050437,0.85,Sh
SDSS J162741.71+132651.2,1237665548903711215,0.98,
SDSS J093752.67+170646.5,1237667782281068583,0.94,F
SDSS J132713.89+194815.2,1237668298747871308,0.97,F
SDSS J134918.46+153220.8,1237668348669591738,0.97,Sh
SDSS J081837.88+270907.4,1237660958645420254,0.92,
SDSS J101135.39+434955.3,1237661358608285809,0.91,C
SDSS J110554.02+110429.7,1237661811730022510,0.97,F
SDSS J111804.00+122715.0,1237661950247960654,0.89,Sh
SDSS J133207.34+142602.2,1237662530061402333,0.93,V
SDSS J152047.71+302719.3,1237662662675923037,0.99,C
SDSS J074533.52+454620.4,1237663547972190347,0.85,
SDSS J210621.68-004616.3,1237656567576986167,0.98,
SDSS J160221.14+152752.2,1237665567155028132,0.98,
SDSS J134555.12+230348.8,1237667911138738226,0.96,C
SDSS J140752.66+230558.6,1237667912214642734,0.99,F
SDSS J165321.68+232658.6,1237661465994723696,0.98,
SDSS J120651.11+425944.3,1237661967965945904,0.89,F
SDSS J162412.96+315232.9,1237662499472539884,0.98,
SDSS J152244.87+294610.6,1237662662139314260,0.98,V
SDSS J010107.78+005127.7,1237663785277849686,0.94,
SDSS J085736.24+391132.6,1237657628976218413,0.99,F
SDSS J102323.36+130321.4,1237664105781133373,0.98,F
SDSS J160225.61+221702.4,1237664852044415211,0.92,
SDSS J150145.14+262832.1,1237665352394473686,0.97,Sh
SDSS J123558.45+265757.7,1237667442435752193,0.99,F
SDSS J092455.77+190824.4,1237667538540560532,0.87,C
SDSS J113551.93+320925.1,1237665330385125404,0.98,F
SDSS J155405.97+183851.6,1237665441533722957,0.99,
SDSS J030548.20-001036.3,1237666300553920541,0.93,
SDSS J074741.14+224653.7,1237657877001863242,0.93,
SDSS J111103.44+191129.7,1237668293909282974,0.85,F
SDSS J155733.73+111530.0,1237668333109969304,0.88,
SDSS J152551.40+384613.9,1237662503216808020,0.97,V
SDSS J081604.18+552340.3,1237663786883416329,0.99,
SDSS J125722.22+142317.7,1237664289932378296,0.98,V
SDSS J115547.55+391347.8,1237664667906670803,0.98,V
SDSS J155038.68+202254.2,1237665372258762788,0.9,
SDSS J135432.92+282709.4,1237665442594816108,0.96,C
SDSS J161230.54+161101.3,1237665532798107907,0.9,
SDSS J102520.69+262734.9,1237667211055136934,0.97,F
SDSS J140837.35+504836.9,1237659131133689985,0.97,Sh
SDSS J085734.86+323938.0,1237660962401091865,0.98,F
SDSS J114637.46+390828.0,1237664667905884280,0.96,V
SDSS J085518.73+272046.1,1237664092900884559,0.98,V
SDSS J120427.52+135811.4,1237664289389936774,0.96,F
SDSS J120053.89+345813.6,1237665128542240979,0.95,Sh
SDSS J131644.23+281200.4,1237665427554566180,0.99,F
SDSS J150558.66+254231.6,1237665351858126972,0.97,F
SDSS J120625.96+233302.1,1237667736654971041,0.96,C
SDSS J145115.65+620014.6,1237674478124531853,0.99,
SDSS J154304.10+511248.9,1237655465392013388,0.88,
SDSS J114843.89+211124.0,1237667781220958282,0.96,C
SDSS J160850.61+122827.7,1237668366388887990,0.93,
SDSS J083122.85+491338.1,1237651250947555383,0.94,F
SDSS J160523.95-002001.1,1237648704065569185,0.92,
SDSS J095424.96+231727.4,1237667293730439191,0.93,V
SDSS J212649.15+120318.6,1237656496707928597,0.97,
SDSS J121347.35+402921.1,1237662225677615109,0.93,Sh
SDSS J160317.74+213530.0,1237665128565964851,0.99,
SDSS J092739.41+230710.1,1237667254535651416,0.96,F
SDSS J143331.18+170111.7,1237668298218012791,0.97,F
SDSS J124220.63+205216.7,1237668299280154791,0.95,F
SDSS J153403.86+021237.7,1237655469674856813,0.95,Sh
SDSS J115013.98+374630.6,1237664338790187098,0.93,F
SDSS J155721.42+242427.9,1237664853654110302,0.99,
