SDSS_name,objID,L_pred
SDSS J124414.06+483522.3,1237661435920711823,0.82
SDSS J131145.80+444347.5,1237661873481318442,0.77
SDSS J115956.25-003253.5,1237648720693887067,0.81
SDSS J121234.53+110430.1,1237660615590019257,0.75
SDSS J151642.39+011543.7,1237651735778492645,0.68
SDSS J031405.41-071427.1,1237652900769104151,0.64
SDSS J133209.45-024457.2,1237655494368755979,0.82
SDSS J155341.74-003422.8,1237655693557957095,0.5
SDSS J112749.64+543829.6,1237657590857007110,0.83
SDSS J073731.47+285015.4,1237657595681833453,0.52
SDSS J081529.28+260903.5,1237660958108025086,0.72
SDSS J075001.23+193447.5,1237661086952915118,0.57
SDSS J104013.71+391402.7,1237661137425334489,0.61
SDSS J152959.56+455448.4,1237661386537500738,0.71
SDSS J125609.32+122914.0,1237661817097814100,0.75
SDSS J113213.45+004909.4,1237648722301419653,0.81
SDSS J120631.58+013659.8,1237651735220781230,0.8
SDSS J020851.35+132148.9,1237653651848626345,0.59
SDSS J120945.25+563124.8,1237657610729881642,0.75
SDSS J154457.04+421951.3,1237659132752429194,0.59
SDSS J162505.84+405543.5,1237659326565581157,0.59
SDSS J110358.61+100622.8,1237660615045742717,0.58
SDSS J091924.37+080116.8,1237661063875133463,0.58
SDSS J131710.78+003139.2,1237648705120895059,0.79
SDSS J122731.22+031534.9,1237651737370558602,0.84
SDSS J023828.67-080621.8,1237652900765237342,0.52
SDSS J005049.67-090849.7,1237652948531150942,0.82
SDSS J104241.20+585039.0,1237658304889880687,0.77
SDSS J102359.78+062907.4,1237658423552114802,0.53
SDSS J115752.89+551846.5,1237658802573476009,0.62
SDSS J172713.11+580926.0,1237659896173428894,0.7
SDSS J080036.67+222400.2,1237661088028295176,0.68
SDSS J081005.48+461134.8,1237651192428232892,0.54
SDSS J105225.08+594107.8,1237655368746467344,0.65
SDSS J153150.40-011108.3,1237655693018726757,0.8
SDSS J131339.70+483734.8,1237658203978530901,0.52
SDSS J121632.28+100247.1,1237658492818030716,0.84
SDSS J090125.79+070149.7,1237658493333733518,0.81
SDSS J155129.48+465517.8,1237659330847834235,0.8
SDSS J001936.41-092643.3,1237652630711304296,0.72
SDSS J005601.99+141349.2,1237653651304022172,0.54
SDSS J140309.79+035850.8,1237654879661457663,0.69
SDSS J032402.51-055603.9,1237652901844025529,0.84
SDSS J102224.66+570209.8,1237655108908023933,0.54
SDSS J222922.26+121133.3,1237656240625484217,0.82
SDSS J004752.07-093847.3,1237652947993952343,0.77
SDSS J091729.06+395537.4,1237657874328518834,0.79
SDSS J105129.15+091655.2,1237658492808790116,0.72
SDSS J160417.44+420141.3,1237659163348107394,0.71
SDSS J084719.50+311054.2,1237660764838625418,0.66
SDSS J102535.20+394024.9,1237661139034833111,0.67
SDSS J123828.78+473321.1,1237661357545750655,0.59
SDSS J150140.11+492226.0,1237661386534879289,0.84
SDSS J154037.48+354617.1,1237661465449070854,0.71
SDSS J084132.11+511446.6,1237651191357636644,0.6
SDSS J090851.01+032654.0,1237654601557803090,0.79
SDSS J143638.51+031136.4,1237654879128256664,0.69
SDSS J125744.81+533813.2,1237658916384931844,0.71
SDSS J092032.19+070426.6,1237660412114043057,0.73
SDSS J165547.13+391837.8,1237654952670069124,0.71
SDSS J082855.64+283858.7,1237660765373399239,0.55
SDSS J134415.92+575559.8,1237655107845882059,0.55
SDSS J125416.38-020204.3,1237650762396467332,0.71
SDSS J101439.33+561010.4,1237655108370628619,0.64
SDSS J073902.70+375057.2,1237651192423776657,0.63
SDSS J143651.28+055740.3,1237655743479480565,0.8
SDSS J092840.64+461611.5,1237657401346949187,0.63
SDSS J121728.07+673332.3,1237658608759668859,0.81
SDSS J144519.01+490734.3,1237659119861760032,0.57
SDSS J170104.27+332830.8,1237655374650999246,0.57
SDSS J082848.52+285513.7,1237660962934816961,0.82
SDSS J101408.05+100854.0,1237661064417968142,0.84
SDSS J145659.86+094433.3,1237662199355801665,0.76
SDSS J154254.60+063455.7,1237662238025318746,0.5
SDSS J154535.35-002936.4,1237648720718529014,0.82
SDSS J112917.92-014228.8,1237650371552346120,0.68
SDSS J111403.95+672210.2,1237651539783254273,0.74
SDSS J011020.79-093410.3,1237652900755669126,0.59
SDSS J012801.28-092829.4,1237652900757635143,0.81
SDSS J214607.86+010343.6,1237656239009366262,0.77
SDSS J095057.39+434111.7,1237657874331730019,0.57
SDSS J120119.84+541403.6,1237658800963059796,0.55
SDSS J102547.75+134456.8,1237661070324858902,0.64
SDSS J124404.02+090347.9,1237662236395307144,0.81
SDSS J211627.64-004935.3,1237663456703545733,0.59
SDSS J094953.04+001854.1,1237648721753342172,0.58
SDSS J031318.04-072942.3,1237649962454417519,0.84
SDSS J085004.91+491449.9,1237653613182124248,0.84
SDSS J143450.62+033842.5,1237654879664931054,0.82
SDSS J162627.34+440646.2,1237655349968568583,0.6
SDSS J110221.96+060438.0,1237658422482501786,0.67
SDSS J103155.99+504105.8,1237658800420028565,0.77
SDSS J095831.90+361513.8,1237661137421533188,0.7
SDSS J095749.08+514916.2,1237657770709680183,0.82
SDSS J161811.83+400541.1,1237661388689506406,0.57
SDSS J110155.48+115054.2,1237661812803371137,0.6
SDSS J155528.21+341040.2,1237661465987448992,0.69
SDSS J143629.50+095617.7,1237661949195518156,0.68
SDSS J142131.91+380706.3,1237662194536808486,0.68
SDSS J134722.89+080416.6,1237662262165831805,0.52
SDSS J093911.95+650608.8,1237663531339940075,0.58
SDSS J212049.32+004528.3,1237663544215470573,0.75
SDSS J235020.69-002434.7,1237663783659438304,0.68
SDSS J075318.91+501107.8,1237663787417534919,0.68
SDSS J121012.30+320137.3,1237665226230792339,0.82
SDSS J100049.35+534655.5,1237658302202314903,0.72
SDSS J021203.22+140615.0,1237653652922695981,0.81
SDSS J165755.34+402217.5,1237654953743483251,0.56
SDSS J164410.81+394719.6,1237655128767594732,0.56
SDSS J111340.96+473442.2,1237658611443761178,0.67
SDSS J171438.25+280714.9,1237659327109595610,0.84
SDSS J081915.52+244733.5,1237661125611618393,0.68
SDSS J134142.24+405228.0,1237662195070075019,0.76
SDSS J162354.39+400835.6,1237659330314829940,0.69
SDSS J111845.20+151014.3,1237664132632412195,0.74
SDSS J114051.04+334122.4,1237665023827771521,0.6
SDSS J144406.38+290606.1,1237665128020639841,0.83
SDSS J143835.24+282733.6,1237665180596830257,0.74
SDSS J144406.29+260111.4,1237665350245417181,0.71
SDSS J142125.07+270716.4,1237665442597437500,0.7
SDSS J115101.62+290146.8,1237667210526654502,0.67
SDSS J111543.43+220507.6,1237667735576117291,0.7
SDSS J125947.33+214847.5,1237667782301909080,0.7
SDSS J104743.55+175328.4,1237668288549552288,0.66
SDSS J214923.92+044329.8,1237669761182793799,0.84
SDSS J095922.62+155452.7,1237670964315947160,0.79
SDSS J133851.85+475216.4,1237661150844289222,0.73
SDSS J112000.06+120159.9,1237661949711286485,0.69
SDSS J165717.01+251300.3,1237662302451794579,0.7
SDSS J153533.83+361435.6,1237662337325990187,0.84
SDSS J123906.26-023029.5,1237650370486206580,0.51
SDSS J115150.17+350824.5,1237665025439432910,0.58
SDSS J142502.96+274526.7,1237665329327440040,0.74
SDSS J091342.73+165918.3,1237667536928505935,0.67
SDSS J134317.68+240656.8,1237667912212152434,0.64
SDSS J090104.31+331500.9,1237664869210718388,0.73
SDSS J084252.67+250413.4,1237664875657232593,0.53
SDSS J151457.41+255343.6,1237665101143277691,0.78
SDSS J141114.58+321304.0,1237665129090973957,0.52
SDSS J120050.50+315242.3,1237665226229940380,0.82
SDSS J135825.68+240926.2,1237665567678660640,0.54
