SDSS_name,objID,S_pred
SDSS J080721.40+402353.9,1237653587408060429,0.84
SDSS J122350.72+040513.6,1237654879113773089,0.54
SDSS J160546.30+180100.5,1237665429182677485,0.7
SDSS J160051.49+150904.5,1237665566618091639,0.79
SDSS J163401.79+412052.6,1237655473967923282,0.58
SDSS J154624.05+431715.4,1237659161736052984,0.57
SDSS J135322.20+363216.1,1237664293687853164,0.82
SDSS J235627.29-005040.8,1237656906354655583,0.5
SDSS J132654.22+113341.8,1237671958588096535,0.7
SDSS J164015.53+424124.1,1237651251517259878,0.83
SDSS J105132.23+001526.3,1237648721760092218,0.71
SDSS J163103.40+395018.6,1237655373036585211,0.72
SDSS J163833.55+450831.0,1237651714262171970,0.78
SDSS J144243.34+162520.5,1237668271906160692,0.68
SDSS J152157.67+294256.6,1237662224084238604,0.55
SDSS J141311.42+442626.4,1237661362375229545,0.77
SDSS J110133.96+453913.9,1237660635461320734,0.72
SDSS J145037.76+095149.5,1237661949733896485,0.7
SDSS J085629.64+314913.4,1237660764302606389,0.74
SDSS J155343.28+252342.4,1237664854190457062,0.69
SDSS J144444.21+222616.9,1237665548892307533,0.78
SDSS J133420.20-023313.0,1237655498664378478,0.83
SDSS J132859.25+450839.2,1237661433239896128,0.51
SDSS J105512.61+055145.3,1237654606937981034,0.66
SDSS J144703.30+093925.5,1237662198817882224,0.6
SDSS J125631.16+383648.4,1237664293682872360,0.58
SDSS J110016.33+390646.0,1237664669512630423,0.82
SDSS J120443.31+311038.2,1237667255624990807,0.66
SDSS J144705.77+133953.1,1237668331491819554,0.69
SDSS J132856.00+105242.4,1237671958588424370,0.78
SDSS J153350.64+051625.3,1237662268076523582,0.66
SDSS J104847.15+041856.6,1237654601031876713,0.8
SDSS J075000.02+300129.8,1237657594072399953,0.74
SDSS J123331.53+503835.7,1237658205586194452,0.74
SDSS J133430.39+601550.3,1237655368755183675,0.64
SDSS J093807.38+280327.5,1237665128528674820,0.81
SDSS J110804.65+264401.8,1237667430641565764,0.68
SDSS J143411.64+124250.8,1237662530068021417,0.53
SDSS J144316.49+232207.3,1237665549965787236,0.81
SDSS J144621.36+130115.5,1237668348138881350,0.79
SDSS J125948.57+461250.7,1237661433237602334,0.8
SDSS J143021.60+131356.5,1237662530604433590,0.5
SDSS J134907.69+213425.8,1237667783380631854,0.56
SDSS J084241.76+524446.7,1237651192431902934,0.77
SDSS J155946.57+370214.2,1237662500006265070,0.75
SDSS J125756.22+273452.8,1237667443511656538,0.68
SDSS J104902.94+182301.0,1237668289086619737,0.68
SDSS J165527.86+251347.4,1237662500013604920,0.84
SDSS J095119.24+361039.4,1237661383310115025,0.73
SDSS J072954.29+372706.3,1237651496827290123,0.74
SDSS J083918.63+300607.3,1237660962399060201,0.57
SDSS J104718.94+173642.4,1237668288012681235,0.72
SDSS J140018.42+050242.2,1237655126094119082,0.84
SDSS J220052.88-004353.4,1237656567582949617,0.56
SDSS J144534.29+344159.4,1237662225690918950,0.75
SDSS J113748.88+160820.8,1237668494170587229,0.65
SDSS J112706.08+131419.3,1237661951322685518,0.51
SDSS J170007.17+375022.2,1237654952670789707,0.82
SDSS J170001.66+384857.7,1237654953207332988,0.67
SDSS J123815.75+074913.3,1237661976012324870,0.65
SDSS J155801.84+145748.8,1237665566080958830,0.56
SDSS J163308.06+260215.5,1237661464381817011,0.76
SDSS J153724.73+334020.4,1237661873494491149,0.62
SDSS J084745.04+255549.4,1237664837539463397,0.71
SDSS J121135.87+354417.4,1237665025978073168,0.71
SDSS J121138.99+171633.3,1237668589722206290,0.82
SDSS J111456.27+502005.5,1237657855532990497,0.6
SDSS J150441.60+062036.4,1237662268610183387,0.66
SDSS J112938.60+353052.7,1237665026511208498,0.65
SDSS J141212.71+155207.9,1237668332561760274,0.66
SDSS J151944.30+441918.6,1237659118791295000,0.78
SDSS J085311.31+090853.3,1237661069240959389,0.66
SDSS J082907.14+520155.0,1237651495761412288,0.8
SDSS J102107.65+004057.3,1237648722293620931,0.78
SDSS J143523.69+015148.4,1237651753490448566,0.82
SDSS J154022.17+031409.5,1237651822717763739,0.6
SDSS J143545.73+244332.8,1237665440988463229,0.78
SDSS J140137.10+192308.0,1237668273512317079,0.73
SDSS J150654.66+563032.4,1237671767461331011,0.81
SDSS J144928.71+034807.7,1237654880203374925,0.76
SDSS J104029.06+285310.0,1237667255616995421,0.63
SDSS J114501.35+304913.0,1237667255623155772,0.84
SDSS J131259.58+262824.0,1237667322725335064,0.53
SDSS J090252.33+401930.9,1237657775006286005,0.66
SDSS J093511.18+182715.4,1237667540677165139,0.76
SDSS J122551.46+235345.2,1237667910056935590,0.52
SDSS J134215.02+015126.9,1237671991878221902,0.8
SDSS J093550.14+553836.7,1237653613723123786,0.6
SDSS J090719.59+461321.3,1237657770705289291,0.6
SDSS J112607.17+623028.0,1237655370895982649,0.54
SDSS J220756.59+002212.5,1237663543683711336,0.84
SDSS J232934.08+132718.3,1237656240631971930,0.59
SDSS J085330.58+203526.1,1237667255068917783,0.76
SDSS J121717.24+162217.8,1237668588649054214,0.69
SDSS J172546.80+593655.2,1237656529455874148,0.71
SDSS J145316.98+520239.2,1237661418752245956,0.8
SDSS J083446.46+411247.7,1237657608037073078,0.84
SDSS J103957.93+240528.4,1237667551953879057,0.75
SDSS J123936.99+004506.4,1237648722308825215,0.78
SDSS J112534.58+523247.0,1237657857681391670,0.65
SDSS J123101.60+465211.9,1237661433772310662,0.73
SDSS J102927.49+220028.5,1237667549805150416,0.76
SDSS J155607.34+480151.2,1237655464319910021,0.59
SDSS J151327.86+251225.3,1237665180063694933,0.84
SDSS J161645.02+520100.4,1237654949988925522,0.65
SDSS J075428.47+222352.4,1237660765369074013,0.56
SDSS J142152.59+395844.7,1237661871876735012,0.52
SDSS J075747.51+160148.8,1237665097916088415,0.77
SDSS J133724.84+272509.1,1237667444589199397,0.67
SDSS J164924.01+263502.5,1237662301913940522,0.74
SDSS J130135.85+133358.6,1237662524159688856,0.82
SDSS J105907.06+100045.0,1237658493346513074,0.83
SDSS J142439.57+210436.5,1237667910605865181,0.66
SDSS J095955.84+130237.7,1237664106852450313,0.73
SDSS J145012.36+302015.4,1237664852036485385,0.82
SDSS J141057.23+252950.0,1237665532785066002,0.71
SDSS J084335.48+411830.1,1237657769628729542,0.63
SDSS J104835.62+221459.1,1237667549270245447,0.82
SDSS J142852.05+164322.1,1237668297680683106,0.65
SDSS J114800.22+042917.3,1237654604796264568,0.52
SDSS J163033.28+394950.6,1237659326566236248,0.64
SDSS J115742.59+420457.0,1237661966891417742,0.76
SDSS J131233.57+525529.6,1237662303503712428,0.57
SDSS J144212.75+165253.0,1237668272442966021,0.65
SDSS J083810.94+245342.9,1237664667887534206,0.79
SDSS J084312.77+373217.6,1237657629511712801,0.61
SDSS J084316.25+361342.4,1237657773930119425,0.65
SDSS J084315.55+034126.5,1237658298448150783,0.64
SDSS J091028.47+032221.2,1237654605315899532,0.53
SDSS J135255.59-015615.2,1237655499203346564,0.57
SDSS J120639.71+202723.7,1237668298739613904,0.58
SDSS J131321.45+512739.2,1237661958293815403,0.59
SDSS J005917.57-001239.6,1237663783667040376,0.82
SDSS J134330.55+222441.9,1237667910064799851,0.71
SDSS J145134.31+104405.0,1237661950807703746,0.73
SDSS J012448.92+005436.0,1237663785280405576,0.68
SDSS J104103.74+110546.2,1237660669820141678,0.73
SDSS J221152.91+000631.3,1237663479258612215,0.76
SDSS J120431.81+522748.9,1237657629528162537,0.59
SDSS J074912.91+202044.1,1237661088026788369,0.69
SDSS J110851.19+282832.5,1237667211059462180,0.57
SDSS J121600.04+124114.2,1237661812811300998,0.81
SDSS J153714.74+015413.7,1237651736854462530,0.67
SDSS J122004.82+074855.2,1237661976010358791,0.77
SDSS J160314.23+242223.6,1237662224088891726,0.77
SDSS J130822.34+091854.4,1237662236934799454,0.52
SDSS J142452.99+275300.5,1237665329327439950,0.61
SDSS J003255.67-000115.6,1237657190908821574,0.79
SDSS J110536.81+563129.7,1237657612336693293,0.55
SDSS J151309.60+075153.1,1237662264322555970,0.73
SDSS J114743.68+014934.3,1237671141481840904,0.7
SDSS J154333.94+550800.5,1237651252584251555,0.74
SDSS J161153.49+291037.9,1237662335719899514,0.66
SDSS J085421.34+271002.0,1237664092900753671,0.53
SDSS J172252.51+600746.4,1237651297650081809,0.65
SDSS J103508.60+450504.7,1237660636533030975,0.76
SDSS J122146.71+161953.0,1237668588649512993,0.76
SDSS J082512.06+202005.0,1237664834851897471,0.84
SDSS J135419.95+325547.7,1237665102745632788,0.75
SDSS J075102.94+320448.8,1237657608568373664,0.67
SDSS J161844.84+253907.6,1237662640122626057,0.53
SDSS J132259.87+270659.1,1237667323799994428,0.82
SDSS J113423.32-023145.4,1237671142553223207,0.67
SDSS J082040.80+255419.3,1237661088030785629,0.69
SDSS J112140.02+025750.3,1237651754543022283,0.7
SDSS J160221.22+144245.9,1237665566081417356,0.55
SDSS J103635.31+031425.1,1237651755074977883,0.81
SDSS J133504.54-001823.0,1237648704049119426,0.7
SDSS J103035.98+074241.7,1237658300607430811,0.52
SDSS J131123.72+531157.5,1237658800430710847,0.63
SDSS J091503.53+291611.8,1237664092366110748,0.63
SDSS J003935.79-091140.3,1237652948529905706,0.83
SDSS J151755.68+145557.8,1237668272446767379,0.75
SDSS J022534.05-075247.2,1237653472514670733,0.55
SDSS J151207.18+533854.0,1237655463779172507,0.82
SDSS J094440.33+392307.0,1237660634380828803,0.56
SDSS J112557.88+645636.5,1237654400227409938,0.61
SDSS J114019.40+030002.8,1237651754545053750,0.73
SDSS J121604.69+385722.5,1237664667371503713,0.79
SDSS J075616.63+113943.8,1237667292643393663,0.79
SDSS J152153.11+483739.9,1237661388146868516,0.84
SDSS J125724.11+401723.4,1237664295830356197,0.83
SDSS J123505.39+055231.6,1237655126621749330,0.83
SDSS J104402.46+221527.1,1237667536938139658,0.74
SDSS J170732.77+362703.7,1237654953208512897,0.74
SDSS J091820.77+405954.6,1237657627904376967,0.78
SDSS J124128.94+260518.9,1237667448879448128,0.55
SDSS J171028.82+650711.4,1237671769616285889,0.52
SDSS J103837.86+111303.3,1237661949706829856,0.61
SDSS J130933.13+014023.0,1237651752944205838,0.73
SDSS J125507.73+040225.2,1237654879117181145,0.68
SDSS J152639.07+501908.7,1237659326022615342,0.61
SDSS J100628.76+125213.9,1237664106316234856,0.58
SDSS J124939.99+341518.3,1237665024370868310,0.75
SDSS J092912.50+262643.2,1237665127453819006,0.55
SDSS J133843.54+243003.1,1237667448348278883,0.73
SDSS J145511.93+180711.5,1237667735598596285,0.52
SDSS J113402.96+511125.7,1237657628452323373,0.56
SDSS J150828.32+184325.0,1237667966959354006,0.8
SDSS J115237.26+402254.1,1237662225675845871,0.74
SDSS J023025.35-002151.8,1237663783677001924,0.72
SDSS J163026.84+412902.2,1237655473430855935,0.73
SDSS J102010.00+065709.2,1237658300069445725,0.76
SDSS J102519.96+133119.9,1237664106318266551,0.66
SDSS J105940.30+345852.9,1237664337174986860,0.68
SDSS J140544.38+405116.8,1237661849867452552,0.75
SDSS J105613.86+373622.5,1237664667901493436,0.71
SDSS J111028.86+074834.6,1237658424630902972,0.51
SDSS J145653.06+091617.8,1237661949197746205,0.83
SDSS J103446.87+465829.7,1237658613051490533,0.51
SDSS J160437.83+175009.0,1237665442071773260,0.65
SDSS J114434.51+252517.1,1237667448337006715,0.57
SDSS J165314.38+250759.2,1237662475309547960,0.63
SDSS J074209.26+402206.5,1237673308818374751,0.8
SDSS J150032.50+140547.4,1237668350287741048,0.61
SDSS J142602.64+493118.2,1237659131135066223,0.8
SDSS J141708.19+424058.0,1237661433243828392,0.63
SDSS J152658.40+285109.3,1237662661602967819,0.66
SDSS J091412.75+164432.3,1237670450523144332,0.66
SDSS J111307.13+360301.4,1237664337713102992,0.5
SDSS J132504.85+042242.1,1237654879657328756,0.5
SDSS J095937.63+101956.5,1237660670352556212,0.77
SDSS J115844.63+281722.4,1237667324328673395,0.75
SDSS J151905.78+032201.7,1237654880206651543,0.57
SDSS J132907.75+501558.6,1237662300820668552,0.75
SDSS J102621.73+395712.9,1237661384387264753,0.81
SDSS J074846.30+494310.4,1237663787954078042,0.63
SDSS J120718.62+363925.5,1237664337181016127,0.79
SDSS J131634.98+663250.5,1237651272439890001,0.82
SDSS J134344.78+293831.5,1237665328786571323,0.83
SDSS J143156.63+074702.3,1237662236943843486,0.76
SDSS J144902.57+022611.2,1237651754565697671,0.61
SDSS J134231.86+262914.0,1237665549959626787,0.73
SDSS J124338.67+003249.6,1237671764786806909,0.69
SDSS J130318.62+154804.8,1237664292080451715,0.7
SDSS J104729.55+071503.7,1237658424091541550,0.61
SDSS J140040.88+340849.7,1237664852568506530,0.71
SDSS J091002.89+225106.4,1237667112257650761,0.58
SDSS J102602.92+041447.9,1237654605324157076,0.66
SDSS J134500.53+611648.4,1237655465383690366,0.71
SDSS J095631.91+094919.9,1237660669815357578,0.52
SDSS J094346.12+361045.7,1237661139030900979,0.64
SDSS J105823.05+553704.7,1237657770713874585,0.54
SDSS J092234.80+050839.7,1237658298989346925,0.7
SDSS J075614.81+500604.9,1237663915728175375,0.79
SDSS J075612.14+114418.0,1237667292643393720,0.72
SDSS J080442.30+154632.6,1237667108497981698,0.71
SDSS J151800.99+304124.5,1237662662675595392,0.51
SDSS J083419.36+151723.5,1237667292110848135,0.55
SDSS J130411.85+611140.9,1237655368753545284,0.77
SDSS J165407.33+232444.6,1237661465994789217,0.79
SDSS J105310.05+372528.7,1237664667901231260,0.54
SDSS J230512.55+005003.8,1237663462605324350,0.79
SDSS J135805.77+333948.6,1237662683069743220,0.82
SDSS J122500.43+283330.9,1237667444582187020,0.68
SDSS J121406.52+144332.9,1237661069262585891,0.79
SDSS J091220.11+341536.2,1237664870822248650,0.8
SDSS J123519.53+483553.3,1237661435920056391,0.68
SDSS J081402.94+481059.0,1237651495222575110,0.59
SDSS J160833.83+210452.3,1237665102759657482,0.8
SDSS J155916.09+354331.1,1237662300834103433,0.73
SDSS J111200.42+040749.0,1237654600497496215,0.6
SDSS J173045.39+565800.2,1237656529457053990,0.76
SDSS J084955.54+570719.1,1237651274036871311,0.56
SDSS J113707.30+080532.6,1237658424633786502,0.59
SDSS J150113.98+084208.1,1237662264858116160,0.51
SDSS J162903.58+260523.5,1237662335722062377,0.54
SDSS J085807.83+591222.1,1237663529726050437,0.78
SDSS J125738.72+323321.5,1237665227308925110,0.61
SDSS J143308.10+583530.9,1237655465386573995,0.5
SDSS J150831.30+191103.6,1237667967496159496,0.72
SDSS J134918.46+153220.8,1237668348669591738,0.81
SDSS J161415.92+093213.8,1237668349758996672,0.84
SDSS J081837.88+270907.4,1237660958645420254,0.83
SDSS J101135.39+434955.3,1237661358608285809,0.8
SDSS J172025.74+623613.1,1237651298185838753,0.72
SDSS J230557.69+145333.5,1237656242776965489,0.78
SDSS J074533.52+454620.4,1237663547972190347,0.74
SDSS J144137.19+291610.8,1237665128020377629,0.63
SDSS J155252.19+195810.9,1237665372259025012,0.68
SDSS J120651.11+425944.3,1237661967965945904,0.68
SDSS J160225.61+221702.4,1237664852044415211,0.79
SDSS J033934.02-003042.9,1237666300020719764,0.68
SDSS J092455.77+190824.4,1237667538540560532,0.74
SDSS J144714.03+161702.7,1237668298219454611,0.54
SDSS J153552.49+143103.8,1237668312163549234,0.73
SDSS J084355.15+114615.5,1237671262808375495,0.65
SDSS J074741.14+224653.7,1237657877001863242,0.73
SDSS J212605.34+052711.5,1237669697829863892,0.75
SDSS J081020.43+075610.4,1237671123755073583,0.66
SDSS J001740.52-085458.1,1237673019445280830,0.58
SDSS J153159.97+072703.1,1237662238560944532,0.52
SDSS J155038.68+202254.2,1237665372258762788,0.78
SDSS J161230.54+161101.3,1237665532798107907,0.61
SDSS J090108.51+172720.7,1237667291576991761,0.82
SDSS J130428.26+233430.1,1237667446197452874,0.51
SDSS J151502.13+120227.2,1237662638517911778,0.51
SDSS J135814.88+621247.8,1237651250430148615,0.67
SDSS J102454.38+350738.9,1237664880492478663,0.8
SDSS J141520.51+343118.9,1237664673796259857,0.7
SDSS J120053.89+345813.6,1237665128542240979,0.83
SDSS J114843.89+211124.0,1237667781220958282,0.84
SDSS J160850.61+122827.7,1237668366388887990,0.81
SDSS J083122.85+491338.1,1237651250947555383,0.78
SDSS J160523.95-002001.1,1237648704065569185,0.8
SDSS J044559.61+240216.4,1237660557062898250,0.57
SDSS J095301.79+072736.4,1237660583368785965,0.72
SDSS J121347.35+402921.1,1237662225677615109,0.84
SDSS J022403.78-043305.0,1237679322861797415,0.74
SDSS J093622.07+442653.3,1237657775009562692,0.65
SDSS J115013.98+374630.6,1237664338790187098,0.84
SDSS J144413.71+020804.7,1237651754028302528,0.73
SDSS J095236.88+521318.3,1237657771783159900,0.68
SDSS J133519.54+063531.1,1237671992412864616,0.58
SDSS J130436.48+035133.4,1237654879118229530,0.8
SDSS J074421.65+205942.9,1237660765904764955,0.57
SDSS J090128.45+311433.1,1237661383842005118,0.81
SDSS J160137.70+314318.4,1237661464377950373,0.6
SDSS J141143.20+004312.4,1237674604289720412,0.79
SDSS J132448.02+160842.8,1237668589193003053,0.58
SDSS J095053.43+362642.8,1237661138494685306,0.7
SDSS J141248.90+154414.1,1237668349745823901,0.81
SDSS J113801.82+182028.6,1237668587045847259,0.51
SDSS J075128.23+445351.1,1237651274030186737,0.54
SDSS J012044.57-093559.4,1237652900756848710,0.51
SDSS J134529.21+611608.5,1237655465383755937,0.73
SDSS J135535.16+264140.7,1237665533320298533,0.78
SDSS J011242.10+010839.2,1237666340800299015,0.82
SDSS J081018.22+145010.3,1237667253989998765,0.7
SDSS J162806.25+424858.3,1237655473967137009,0.57
SDSS J114230.33+453423.8,1237661874011308107,0.78
SDSS J144819.83+123054.7,1237662530606399565,0.81
SDSS J090532.59+020221.9,1237653665252901100,0.78
SDSS J160404.56+253346.0,1237662663217446997,0.54
SDSS J112630.92+205244.4,1237667781218664523,0.7
SDSS J160950.02+153554.7,1237665531724169735,0.73
SDSS J120702.92+584943.6,1237655106766635029,0.84
SDSS J121452.41+591953.1,1237658609292935181,0.79
SDSS J143416.62+371202.6,1237662194537988228,0.73
SDSS J075825.73+284213.1,1237657629506076720,0.54
SDSS J141345.94+340216.1,1237664673259323482,0.72
SDSS J130921.74+305522.1,1237665225699491843,0.68
SDSS J130619.87+325825.9,1237665331467190342,0.66
SDSS J143631.61+224023.0,1237665531177205923,0.73
SDSS J080059.63+153729.1,1237667142858113053,0.7
SDSS J033418.86+010100.4,1237660241925832875,0.74
SDSS J131140.40+442125.9,1237661872944447546,0.84
SDSS J101433.62+291906.7,1237665369575391271,0.78
SDSS J115703.66+212426.7,1237667733969633324,0.77
SDSS J130009.14+275159.3,1237667444048724108,0.72
SDSS J122918.16+095611.8,1237662237467410514,0.68
SDSS J152137.48+051501.3,1237662267538276539,0.71
SDSS J083914.09+192855.1,1237667255604216255,0.79
SDSS J110434.86+200450.1,1237668290698936390,0.84
SDSS J030110.66-073459.7,1237652900767727653,0.64
SDSS J103044.38+044233.4,1237654605861552363,0.79
SDSS J143818.91+033822.8,1237654879665324133,0.64
SDSS J144855.41+550432.2,1237659150995816467,0.8
SDSS J084212.40+423715.0,1237657608037925047,0.84
SDSS J080932.21+261700.2,1237660343389454464,0.77
SDSS J103044.57+400327.0,1237661384387657897,0.68
SDSS J114117.42+204953.1,1237667917027016764,0.82
SDSS J152750.54+552613.3,1237651250972852227,0.73
SDSS J091937.19+322111.5,1237661137417601073,0.62
SDSS J171231.98+222937.9,1237662303527436915,0.75
SDSS J160148.43+315433.8,1237662336792199215,0.72
SDSS J101007.42+424838.0,1237661357534281814,0.59
SDSS J150203.38+182934.5,1237665565001187425,0.68
SDSS J093933.81+254244.1,1237667112260862149,0.67
SDSS J150202.23+143451.5,1237668270834581615,0.75
SDSS J021114.51+010515.4,1237678617432162479,0.58
SDSS J111729.78+512414.1,1237657856606994533,0.69
SDSS J082419.48+254028.0,1237661125612273738,0.57
SDSS J153545.53+085210.1,1237662199896867148,0.52
SDSS J150924.06-013953.8,1237655692479365233,0.53
SDSS J165315.13+642834.5,1237671940877451328,0.73
SDSS J142436.58+043333.0,1237654880737558670,0.72
SDSS J111340.22+571018.3,1237657612874088489,0.54
SDSS J111347.39+453223.6,1237661356465651772,0.65
SDSS J030614.52-002039.8,1237663783680933900,0.55
SDSS J084114.73+603334.8,1237663787422974155,0.72
SDSS J155123.73+251717.5,1237664853653389591,0.66
SDSS J150543.79+562332.7,1237671767461265510,0.74
SDSS J020949.31-074656.7,1237679437739655177,0.82
SDSS J101640.57+025125.1,1237653665797570717,0.69
SDSS J130037.84+084150.1,1237658491212136647,0.52
SDSS J141115.43+114542.6,1237661950803312795,0.7
SDSS J155448.50+275137.1,1237662340012179633,0.76
SDSS J113950.91+202341.7,1237667916489949433,0.81
SDSS J114046.76+331739.3,1237665370120454194,0.65
SDSS J093600.82+254152.9,1237667112797405414,0.57
SDSS J152003.24+150432.0,1237668311624974584,0.74
SDSS J014143.18+134032.8,1237653651308871769,0.79
SDSS J091720.10+442217.0,1237657400808833194,0.69
SDSS J041647.05+300519.9,1237660555450908843,0.6
SDSS J142152.81+240626.5,1237665531712503858,0.67
SDSS J132122.24+255703.6,1237667322189316234,0.73
SDSS J131043.58+603527.4,1237658313480667218,0.65
SDSS J113502.19+082825.3,1237658425170460684,0.76
SDSS J133216.54+261614.1,1237665531707523087,0.72
SDSS J155322.11+094208.4,1237668330962223432,0.82
SDSS J153603.53+493513.5,1237659326560207071,0.6
SDSS J102843.06+395019.8,1237661139035095076,0.82
SDSS J160451.74+303133.6,1237661463841603688,0.54
SDSS J102310.43+175745.8,1237668289620803614,0.8
SDSS J215606.02+005158.9,1237678617404244376,0.55
SDSS J225853.21+132131.4,1237656241165566212,0.58
SDSS J112532.08+511049.5,1237657856070647888,0.51
SDSS J225852.40-004255.5,1237660025033916612,0.72
SDSS J025546.90-000614.9,1237660339089965226,0.78
SDSS J162139.92+395934.9,1237659329777893613,0.57
SDSS J112108.42+345520.4,1237665025973551335,0.83
SDSS J110602.73+204257.2,1237667781753438291,0.76
SDSS J105429.44+503439.1,1237657629523378185,0.63
SDSS J140816.54+580601.0,1237659146705698884,0.75
SDSS J155309.10+134404.6,1237668366387183650,0.58
SDSS J004010.55-102626.1,1237652946919358473,0.82
SDSS J021007.96-090719.2,1237652900225286245,0.76
SDSS J084810.56+395121.1,1237657117337977049,0.54
SDSS J120511.01+324708.2,1237665227304075439,0.77
SDSS J133008.03+485335.7,1237658205053386899,0.58
SDSS J165355.08+245331.8,1237662301377921565,0.71
SDSS J144923.73+263317.3,1237665351319617586,0.73
SDSS J094455.51+244519.8,1237667212124880924,0.63
SDSS J093541.30+011347.4,1237651752920809621,0.57
SDSS J113100.25+251316.2,1237667551422054514,0.8
SDSS J214259.41-005630.2,1237657189816467865,0.62
SDSS J111045.45+094317.0,1237658492810887239,0.83
SDSS J101240.15+501112.2,1237658801492459690,0.63
SDSS J102922.45+431014.2,1237661356461981794,0.58
SDSS J124707.48+562854.9,1237661416596570170,0.64
SDSS J134055.44+385224.0,1237664295834091540,0.72
SDSS J100710.17+185702.1,1237667735032103006,0.74
SDSS J080306.72+370124.8,1237654627326492799,0.56
SDSS J160858.12+194925.4,1237665230521368820,0.68
SDSS J134401.90+255628.3,1237665549422952539,0.74
SDSS J133556.75+264239.8,1237667323801305167,0.76
SDSS J135041.18+231835.7,1237667911676067958,0.69
SDSS J143127.52+032503.9,1237651821636485310,0.79
SDSS J074939.96+285644.2,1237657606419775658,0.83
SDSS J111750.56+604446.4,1237655368747909256,0.75
SDSS J123225.88+441101.1,1237661871867691027,0.83
SDSS J092349.84+170923.4,1237667783353434119,0.5
SDSS J124335.66+072624.8,1237671267110551626,0.57
SDSS J165834.99+381114.8,1237655504033284371,0.84
SDSS J110216.80+442006.5,1237661874008162450,0.82
SDSS J161937.30+194403.9,1237662695966834987,0.76
SDSS J104257.70+234622.5,1237667551417270375,0.81
SDSS J121811.23+225146.1,1237667735582409098,0.73
SDSS J153136.56+483704.9,1237659324949659672,0.79
SDSS J170059.53+242559.0,1237659152612851800,0.82
SDSS J091528.33+115005.0,1237671260664168763,0.75
SDSS J114642.93+152517.7,1237661070333444196,0.84
SDSS J150758.50+362727.3,1237661850946830443,0.77
SDSS J141220.16+493823.2,1237661959371686031,0.67
SDSS J123358.59+552020.0,1237658917993971722,0.64
SDSS J160414.49+260450.8,1237662663754186915,0.51
SDSS J135946.01+010432.8,1237648722854477942,0.56
