SDSS_name,objID,S_pred
SDSS J124001.19+475902.3,1237661362368020545,0.94
SDSS J140331.24+091315.3,1237662263778148463,0.91
SDSS J161048.46+252612.1,1237662664291778681,0.87
SDSS J131032.18+110121.0,1237661815488708818,0.93
SDSS J130407.08+432728.1,1237661849862275131,0.98
SDSS J141722.67+421716.6,1237661852552462478,0.9
SDSS J151040.44+311410.6,1237662224619864394,0.98
SDSS J131036.24+394702.3,1237662225682333842,0.95
SDSS J125707.53+085232.5,1237662236396683371,0.97
SDSS J082139.47+592454.1,1237663789032538312,0.95
SDSS J121744.83+372358.9,1237664818751143996,0.97
SDSS J101432.41+304320.4,1237664870291341460,0.95
SDSS J100652.50+140443.0,1237671123230982346,0.93
SDSS J144901.34+515833.5,1237661418215112839,0.94
SDSS J221217.38+001605.4,1237663543684235456,0.86
SDSS J030749.48-004700.3,1237663783144194100,0.92
SDSS J233025.66+000924.1,1237663784194146369,0.98
SDSS J005141.33+010127.1,1237663785276801119,0.86
SDSS J085855.36+624453.5,1237663916271730781,0.93
SDSS J105547.40+145156.0,1237664132629987439,0.97
SDSS J145812.45+245000.8,1237665350246924422,0.88
SDSS J033350.76-010030.1,1237666299483258896,0.9
SDSS J111024.88+284229.4,1237667254009135374,0.89
SDSS J145632.29+093212.7,1237662198818930930,0.87
SDSS J153336.74+082507.6,1237662199359799578,0.98
SDSS J105018.93+375938.1,1237662225133600938,0.93
SDSS J160641.84+084437.0,1237662637449871508,0.85
SDSS J031133.38-004434.4,1237663783144587486,0.97
SDSS J092811.28+301351.4,1237664091830550649,0.89
SDSS J094029.95+112941.7,1237664105776545811,0.92
SDSS J130302.64+155138.3,1237664292080451674,0.89
SDSS J114449.43+334831.5,1237665023828164680,0.96
SDSS J095734.56+253145.4,1237667254538797209,0.99
SDSS J101954.79+244710.1,1237667293733060759,0.96
SDSS J124307.28+111243.1,1237661815485759591,0.9
SDSS J100531.47+394051.3,1237661850921533622,0.98
SDSS J111647.51+392411.4,1237662225672831027,0.92
SDSS J024438.20-081850.6,1237652900229021870,0.91
SDSS J135438.69+400403.9,1237662306724086004,0.86
SDSS J161647.50+205632.7,1237665103834120455,0.94
SDSS J145753.73+261719.8,1237665351857274942,0.99
SDSS J161653.91+345557.1,1237665356693569869,0.98
SDSS J152519.02+403930.5,1237662498392375411,0.98
SDSS J162944.05+232110.3,1237662665889546707,0.98
SDSS J081544.29+550336.1,1237663786883285172,0.96
SDSS J103221.59+200410.1,1237667735034724534,0.94
SDSS J085603.97+132519.2,1237667781202673685,0.95
SDSS J110457.09+372213.5,1237662223524167761,0.94
SDSS J131451.02+380215.9,1237662223535374440,1.0
SDSS J154013.65+041327.0,1237662267003502811,0.89
SDSS J122514.24+160713.1,1237664292076454119,0.85
SDSS J132341.57+313846.7,1237665330395152577,0.91
SDSS J131958.31+281449.3,1237665427554893968,0.94
SDSS J083650.11+441610.6,1237655108362043485,0.94
SDSS J091417.69+221631.4,1237667212121604127,0.95
SDSS J111250.68+300332.4,1237667255620075617,0.99
SDSS J110451.57+252804.9,1237667322175881294,0.92
SDSS J105646.55+232551.9,1237667550344839242,0.95
SDSS J111655.40+210859.3,1237667734502441119,0.96
SDSS J115349.88+211309.1,1237667781221482570,0.93
